instance,score,total time,time in CBS,time in a_star,treesize,nodes_created,nodes_bypassed,nodes_pruned,cardinal_splits,pruned_by_cost,bypass,cardial_conflicts,heuristic
<_io.TextIOWrapper name='../generated_instances/instance-k6.14.json' mode='r' encoding='cp1252'>,infeasible,307.2811017036438,307.15645090001635,7.586191299953498,100,198,0,0,18,0,,,
<_io.TextIOWrapper name='../generated_instances/instance-k6.15.json' mode='r' encoding='cp1252'>,infeasible,307.24777388572693,307.1421921000001,8.309226700046565,126,250,0,0,17,0,,,
<_io.TextIOWrapper name='../generated_instances/instance-k6.16.json' mode='r' encoding='cp1252'>,48,306.90589928627014,306.763679900032,8.253889699466527,111,220,0,0,21,12,False,True,True
<_io.TextIOWrapper name='../generated_instances/instance-k6.17.json' mode='r' encoding='cp1252'>,infeasible,307.924592256546,307.81766069994774,2.391722599626519,188,374,0,0,17,0,,,
<_io.TextIOWrapper name='../generated_instances/instance-k6.18.json' mode='r' encoding='cp1252'>,infeasible,307.12715911865234,307.0674171000137,6.162379599758424,77,152,0,0,17,0,,,
<_io.TextIOWrapper name='../generated_instances/instance-k6.19.json' mode='r' encoding='cp1252'>,infeasible,305.3226616382599,305.23646949999966,15.448741400032304,104,206,0,0,17,0,,,
<_io.TextIOWrapper name='../generated_instances/instance-k6.20.json' mode='r' encoding='cp1252'>,infeasible,307.716490983963,307.64333990000887,11.438239100098144,122,242,0,0,7,0,,,
<_io.TextIOWrapper name='../generated_instances/instance-k6.21.json' mode='r' encoding='cp1252'>,infeasible,307.7439217567444,307.6668362999917,15.194569999701343,80,158,0,0,17,0,,,
<_io.TextIOWrapper name='../generated_instances/instance-k6.22.json' mode='r' encoding='cp1252'>,infeasible,308.059645652771,308.0086841000011,10.541923300246708,86,170,0,0,17,0,,,
<_io.TextIOWrapper name='../generated_instances/instance-k6.23.json' mode='r' encoding='cp1252'>,infeasible,307.1253390312195,307.0780437999638,12.985228200384881,110,218,0,0,17,0,,,
<_io.TextIOWrapper name='../generated_instances/instance-k6.24.json' mode='r' encoding='cp1252'>,infeasible,305.02462244033813,304.9868603000068,11.542743799625896,136,270,0,0,20,0,,,
<_io.TextIOWrapper name='../generated_instances/instance-k6.25.json' mode='r' encoding='cp1252'>,48,307.4020023345947,307.33881809999,7.616750099987257,97,192,0,0,17,0,False,True,True
<_io.TextIOWrapper name='../generated_instances/instance-k6.26.json' mode='r' encoding='cp1252'>,infeasible,306.4370470046997,306.338159899984,15.036424100049771,150,298,0,0,17,0,,,
<_io.TextIOWrapper name='../generated_instances/instance-k6.27.json' mode='r' encoding='cp1252'>,48,308.46551728248596,308.4326299999957,7.650193899811711,91,180,0,0,17,0,False,True,True
<_io.TextIOWrapper name='../generated_instances/instance-k6.28.json' mode='r' encoding='cp1252'>,48,305.9510884284973,305.84915830002865,6.359669900208246,106,210,0,0,19,1,False,True,True
<_io.TextIOWrapper name='../generated_instances/instance-k6.29.json' mode='r' encoding='cp1252'>,48,307.26520681381226,307.1690606000484,8.66821970010642,95,188,0,0,28,7,False,True,True
<_io.TextIOWrapper name='../generated_instances/instance-k6.30.json' mode='r' encoding='cp1252'>,infeasible,306.4091968536377,305.1849575000233,8.538087899563834,174,346,0,0,19,0,,,
<_io.TextIOWrapper name='../generated_instances/instance-k6.31.json' mode='r' encoding='cp1252'>,infeasible,307.5565302371979,307.5082368000294,7.124480599770322,151,300,0,0,18,0,,,
<_io.TextIOWrapper name='../generated_instances/instance-k6.32.json' mode='r' encoding='cp1252'>,infeasible,304.6756184101105,304.6291095999768,12.840932999970391,129,256,0,0,18,0,,,
<_io.TextIOWrapper name='../generated_instances/instance-k6.33.json' mode='r' encoding='cp1252'>,infeasible,305.65412163734436,305.5961522999569,13.685472399636637,106,210,0,0,19,0,,,
<_io.TextIOWrapper name='../generated_instances/instance-k6.34.json' mode='r' encoding='cp1252'>,infeasible,306.65424823760986,306.6164821999846,13.46513289998984,139,276,0,0,17,0,,,
<_io.TextIOWrapper name='../generated_instances/instance-k6.35.json' mode='r' encoding='cp1252'>,infeasible,306.6880066394806,306.6364126999979,16.564396599831525,162,322,0,0,22,0,,,
<_io.TextIOWrapper name='../generated_instances/instance-k6.36.json' mode='r' encoding='cp1252'>,infeasible,309.6838402748108,309.62390160001814,8.550149899849202,104,206,0,0,17,0,,,
<_io.TextIOWrapper name='../generated_instances/instance-k6.37.json' mode='r' encoding='cp1252'>,infeasible,309.5399911403656,309.4868415000383,7.605689800635446,88,174,0,0,17,0,,,
<_io.TextIOWrapper name='../generated_instances/instance-k6.38.json' mode='r' encoding='cp1252'>,infeasible,307.3309791088104,307.2860711000394,8.49056349991588,88,174,0,0,18,0,,,
<_io.TextIOWrapper name='../generated_instances/instance-k6.39.json' mode='r' encoding='cp1252'>,48,306.36468267440796,306.31290010001976,8.250680799537804,98,194,0,0,33,7,False,True,True
<_io.TextIOWrapper name='../generated_instances/instance-k6.40.json' mode='r' encoding='cp1252'>,48,307.1743805408478,307.07225799997104,12.035955000203103,127,252,0,0,7,0,False,True,True
<_io.TextIOWrapper name='../generated_instances/instance-k6.41.json' mode='r' encoding='cp1252'>,infeasible,307.6190571784973,307.5164304000209,17.671124999877065,115,228,0,0,17,0,,,
<_io.TextIOWrapper name='../generated_instances/instance-k6.42.json' mode='r' encoding='cp1252'>,infeasible,306.0781009197235,306.0284250000259,10.035033998952713,143,284,0,0,17,0,,,
<_io.TextIOWrapper name='../generated_instances/instance-k6.43.json' mode='r' encoding='cp1252'>,infeasible,305.6315484046936,305.58014340000227,10.670219099731185,120,238,0,0,19,0,,,
<_io.TextIOWrapper name='../generated_instances/instance-k6.44.json' mode='r' encoding='cp1252'>,infeasible,306.6813325881958,306.6326352999895,13.046847600257024,120,238,0,0,17,0,,,
<_io.TextIOWrapper name='../generated_instances/instance-k6.45.json' mode='r' encoding='cp1252'>,infeasible,306.9256839752197,306.8545341999852,11.380628099723253,142,282,0,0,7,0,,,
<_io.TextIOWrapper name='../generated_instances/instance-k6.46.json' mode='r' encoding='cp1252'>,infeasible,308.9362413883209,308.89040309999837,6.111670499783941,120,238,0,0,17,0,,,
<_io.TextIOWrapper name='../generated_instances/instance-k6.47.json' mode='r' encoding='cp1252'>,infeasible,305.8261730670929,305.7080707999994,11.112338499282487,102,202,0,0,17,0,,,
<_io.TextIOWrapper name='../generated_instances/instance-k6.48.json' mode='r' encoding='cp1252'>,infeasible,306.1381502151489,306.08088010002393,14.816453600418754,106,210,0,0,19,0,,,
<_io.TextIOWrapper name='../generated_instances/instance-k6.49.json' mode='r' encoding='cp1252'>,infeasible,305.8388226032257,305.7809447000036,12.575628699793015,152,302,0,0,17,0,,,
